1,0,0,Michael,Wentz,7,25.59624753121678
2,0,0,Elijah,Johnson,0,25.236727408228298
3,0,0,Garrett,Williams,0,24.890865462752036
4,0,0,Boone,Fraser,0,26.098414307084656
5,0,0,Jim,Davis,6,26.486148554580247
6,0,0,Elijah,Wilson,4,21.708260779180858
7,0,0,Michael,Brown,4,24.47831919357787
8,0,0,Mason,Frye,5,25.920580839346723
9,0,0,Garrett,Fraser,0,26.884479890249644
10,0,0,Aaron,Jones,8,28.24335380469419
11,0,0,Michael,Miller,0,23.91823298621445
12,0,0,Jack,Davis,0,24.187395159468707
13,0,0,Jim,Williams,2,24.182601374366136
14,0,0,Robert,Wentz,0,23.549667921601465
15,0,0,Brandon,Linder,0,24.957130821401137
16,0,0,Noah,Linder,0,25.39206898607349
17,0,0,Gabe,Frye,1,30.31012569845423
18,0,0,Eric,Davis,0,26.141643320544574
19,0,0,Logan,Wentz,0,23.28174240792626
20,0,0,Michael,Wentz,6,26.678289542451672
21,0,0,William,Rodriguez,0,24.73009062625411
22,0,0,Logan,Linder,0,25.124219937865725
23,0,0,Jim,Smith,2,25.342089220582146
24,0,0,John,Garcia,0,27.59525421563248
25,0,0,Jacob,Linder,7,26.928325670889848
26,0,0,Liam,Nola,1,24.798615725214432
27,0,0,Michael,Smith,0,26.22373810979106
28,0,0,Benjamin,Jones,8,24.731619009593025
29,0,0,Brandon,Wentz,0,24.9014185886074
30,0,0,Liam,Johnson,0,26.325711630744994
31,0,0,Jim,Linder,0,25.734859884232332
32,0,0,Elijah,Jones,0,25.42484604265078
33,0,0,Brandon,Williams,1,26.33686120130149
34,0,0,Aaron,Williams,0,24.456293317537753
35,0,0,Jacob,Jones,0,25.740376006100632
36,0,0,Boone,Frye,0,26.024991062097268
37,0,0,Brandon,Garcia,8,26.3804959660393
38,0,0,Aaron,Johnson,0,25.358317358302113
39,0,0,John,Garcia,3,23.690876766184086
40,0,0,Jack,Smith,6,23.617205382480304
41,0,0,Jack,Wilson,0,23.296155668293686
42,0,0,Ryan,Nola,6,26.129624598201364
43,0,0,Eric,Jones,0,26.568873403975633
44,0,0,William,Wentz,0,26.643584549035296
45,0,0,Jack,Fraser,0,25.191524203985935
46,0,0,Robert,Johnson,8,26.62655763886101
47,0,0,Ethan,Brown,3,24.72244447162633
48,0,0,Boone,Davis,0,23.581739209575456
49,0,0,William,Wentz,5,25.598689743995184
50,0,0,Brandon,Garcia,1,24.40537973258866
51,0,0,Aaron,Simmons,0,23.267168730085775
52,0,0,Brandon,Rodriguez,0,25.078995290338177
53,0,0,James,Davis,0,24.333911649255228
54,0,0,Brandon,Brown,1,21.854608856253478
55,0,0,Ryan,Davis,5,25.438169946142704
56,0,0,John,Garcia,7,25.46729054009703
57,0,0,Ryan,Wentz,2,25.629764807916796
58,0,0,Jim,Miller,5,23.809011771594353
59,0,0,Ryan,Linder,0,25.351357416880493
60,0,0,James,Wentz,0,25.757412089721733
61,0,0,Brandon,Garcia,4,26.888625970640607
62,0,0,William,Frye,0,25.439739719150474
63,0,0,Ethan,Simmons,5,24.698310899644984
64,0,0,Jacob,Wentz,4,23.600441986972083
65,0,0,Elijah,Nola,0,24.12930009126706
66,0,0,Jim,Rodriguez,0,21.5644481832171
67,0,0,Brandon,Williams,3,25.7242797443324
68,0,0,Ryan,Johnson,0,23.960238133123706
69,0,0,Ethan,Williams,8,26.653903142226305
70,0,0,Boone,Wilson,0,24.77164447653672
71,0,0,Benjamin,Linder,4,25.921034792120658
72,0,0,Mason,Brown,0,24.726268438016888
73,0,0,Logan,Wilson,2,24.308921036591904
74,0,0,Ethan,Fraser,1,22.491053802404718
75,0,0,Gabe,Johnson,8,26.992808993285205
76,0,0,John,Frye,0,24.53744340909329
77,0,0,Elijah,Miller,0,24.868232743200227
78,0,0,John,Simmons,4,23.092113478120137
79,0,0,Ryan,Garcia,0,22.564170009056525
80,0,0,Jacob,Rodriguez,3,24.57045528393538
81,0,0,John,Smith,0,24.903302546963825
82,0,0,William,Linder,1,22.942657817626056
83,0,0,Jim,Smith,0,23.31466094254158
84,0,0,Michael,Johnson,0,24.117257301347404
85,0,0,Ryan,Rodriguez,0,23.32100717434441
86,0,0,Eric,Nola,0,26.74534876607489
87,0,0,Ethan,Smith,0,26.339099986481333
88,0,0,Brandon,Jones,2,23.75303891260858
89,0,0,Liam,Simmons,2,27.289059416184926
90,0,0,Jim,Wentz,4,24.4787186103864
91,0,0,Jack,Fraser,7,26.17763705301329
92,0,0,Mason,Nola,3,29.317242608638967
93,0,0,Benjamin,Jones,3,23.39360197944957
94,0,0,Boone,Jones,0,24.29131318145177
95,0,0,Robert,Frye,3,27.010209232959262
96,0,0,Jim,Garcia,7,28.096280335726604
97,0,0,Aaron,Miller,1,24.209081812562786
98,0,0,William,Jones,0,25.61828534011722
99,0,0,Boone,Wilson,0,26.721885780285984
100,0,0,Liam,Rodriguez,0,24.707896713748575
1,0,0,Noah,Linder,2,24.58297585046162
2,0,0,James,Davis,0,24.453481695283713
3,0,0,Elijah,Nola,0,24.77696832180681
4,0,0,Jacob,Brown,7,24.068956770979824
5,0,0,Michael,Linder,7,23.46070852581269
6,0,0,Gabe,Rodriguez,0,24.74765053687376
7,0,0,William,Nola,5,23.408863350112952
8,0,0,Jacob,Frye,0,25.654489455787026
9,0,0,Ryan,Johnson,0,24.841789567464886
10,0,0,Noah,Johnson,0,25.659869748555423
11,0,0,Jack,Smith,0,25.404922504594186
12,0,0,Mason,Linder,8,24.809991985072575
13,0,0,Benjamin,Garcia,0,22.96741733794444
14,0,0,Jim,Brown,0,25.636752479653534
15,0,0,Logan,Fraser,0,26.063317455647553
16,0,0,Jack,Wilson,7,24.483508739443607
17,0,0,Mason,Brown,3,28.5800616018591
18,0,0,Michael,Fraser,8,25.733164616803254
19,0,0,Ethan,Wentz,0,23.939098126418017
20,0,0,Jacob,Jones,6,24.775827736597382
21,0,0,Ryan,Fraser,1,26.671276902135517
22,0,0,Jack,Simmons,6,25.26723488581523
23,0,0,John,Wentz,5,23.70403306518167
24,0,0,Brandon,Rodriguez,0,26.868854535410282
25,0,0,Elijah,Jones,7,24.24301499604977
26,0,0,Garrett,Nola,0,24.494665350230168
27,0,0,Jack,Frye,8,24.731619009593025
28,0,0,Logan,Fraser,0,25.44170261310522
29,0,0,Michael,Davis,0,22.709735161210702
30,0,0,Noah,Garcia,4,23.600441986972083
31,0,0,Robert,Frye,6,22.21753963599176
32,0,0,Gabe,Wentz,0,22.622722233782152
33,0,0,Eric,Simmons,0,24.727033017069097
34,0,0,Boone,Brown,0,23.876855340077626
35,0,0,Mason,Fraser,3,22.744108544292555
36,0,0,Robert,Fraser,0,24.757941203132045
37,0,0,Gabe,Frye,0,25.846780645233135
38,0,0,Jacob,Frye,0,23.081938419520142
39,0,0,Eric,Linder,0,21.510478188539025
40,0,0,Garrett,Miller,0,25.741650377715718
41,0,0,Logan,Williams,5,25.47202914815068
42,0,0,Ryan,Miller,0,25.334761166990585
43,0,0,Jack,Fraser,0,26.931767173363234
44,0,0,Noah,Frye,8,27.074817370295
